session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,Employment-Sector,First Language,Fluent languages,Industry,Nationality,Sex,Student Status
61252077bc1c1c6f3ea7d17a,60f22ce19d3c98dacd6d464f,APPROVED,2021-08-24 16:38:48.522000,2021-08-24 16:48:34.853000,586.331,24,299,0,100,2021-08-25 15:48:26.194000,14E92B13,United States,United States,DATA EXPIRED,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
612522006c299896a15f6dd4,561bbdf9811d22000df3138a,APPROVED,2021-08-24 16:46:20.570000,2021-08-24 16:58:12.014000,711.444,37,2761,5,100,2021-08-25 15:48:26.271000,14E92B13,United States,United States,DATA EXPIRED,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,DATA EXPIRED
61252238b74c5f25ed58d68d,6107f36c4840fc01211df6e0,APPROVED,2021-08-24 16:45:46.515000,2021-08-24 16:51:31.727000,345.212,24,21,0,100,2021-08-25 15:48:26.380000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
612522cbfc1c3cbc0ae361b6,610021e1bbdd0685e6822640,APPROVED,2021-08-24 16:48:27.011000,2021-08-24 17:03:40.559000,913.548,,51,0,100,2021-08-25 15:48:26.462000,14E92B13,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED
612522fdb45d6feb7af461ef,60b6b4d12a9854d3385bc768,APPROVED,2021-08-24 16:49:03.674000,2021-08-24 16:56:46.747000,463.073,26,575,0,100,2021-08-25 15:48:26.542000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,Yes
612524dfe44eca5244e9eddc,5ee29028fb6eba3d81ebf0f9,APPROVED,2021-08-24 16:58:57.216000,2021-08-24 17:06:34.498000,457.282,24,363,1,100,2021-08-25 15:48:26.637000,14E92B13,United States,Spain,Part-Time,Education & Training,English,"English, Spanish",Primary/Secondary (K-12) Education,United States,Female,No
612525554e836c448a466c83,612252e1143216231e134d68,APPROVED,2021-08-24 16:59:05.467000,2021-08-24 17:05:31.183000,385.716,26,325,3,99,2021-08-25 15:48:26.717000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,No
6125255cf06fbbebf06ff09c,602470bac74f8417d4a9b514,APPROVED,2021-08-24 16:59:15.359000,2021-08-24 17:21:45.671000,1350.312,36,392,0,100,2021-08-25 15:48:26.795000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
612526afb4a06068384b9ee8,60fd7297b51b6c110faf723e,APPROVED,2021-08-24 17:04:56.111000,2021-08-24 17:11:26.429000,390.318,47,36,0,100,2021-08-25 15:48:26.859000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
612527862edb552458814cad,60ff1815e9e3b27ae9ef3dea,APPROVED,2021-08-24 17:08:45.001000,2021-08-24 17:16:32.621000,467.62,24,108,1,100,2021-08-25 15:48:26.925000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
6125286ca0cbaa799084a7b6,61037f80e765f934241d4285,APPROVED,2021-08-24 17:12:55.690000,2021-08-24 17:22:25.186000,569.496,22,42,0,100,2021-08-25 15:48:26.995000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,Yes
612528a450f20c17684d65ce,61087a9d86da2b69f3eb9d1d,APPROVED,2021-08-24 17:13:14.191000,2021-08-24 17:18:31.677000,317.486,28,72,0,100,2021-08-25 15:48:27.066000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6125298b1aa58daf8cd2fd3c,5f919c44b2861d01ac284ea8,APPROVED,2021-08-24 17:17:01.715000,2021-08-24 17:26:25.435000,563.72,33,576,0,100,2021-08-25 15:48:27.143000,14E92B13,United States,United States,DATA EXPIRED,Education & Training,Thai,"English, Thai",Primary/Secondary (K-12) Education,United States,Male,DATA EXPIRED
61252b6e09928b03dc341c0e,61085ecb96bc2a8c2bffa47f,APPROVED,2021-08-24 17:25:02.715000,2021-08-24 17:36:00.874000,658.159,23,39,0,100,2021-08-25 15:48:27.219000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
61252e0defd828cfbf87c1b6,6101bb1f660cef21e0ed290e,REJECTED,2021-08-24 17:36:18.092000,2021-08-24 17:40:06.422000,228.33,20,257,3,99,2021-08-25 15:44:31.298000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
612533bf400272b668991e07,61088eb3a37081224880c5c0,APPROVED,2021-08-24 18:00:43.711000,2021-08-24 18:05:37.983000,294.272,24,32,0,100,2021-08-25 15:48:27.319000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6125355ed46df3badba772ba,607335a810ca68636e4172b7,APPROVED,2021-08-24 18:07:30.564000,2021-08-24 18:16:58.660000,568.096,41,473,2,100,2021-08-25 15:48:27.403000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
61253635a59afd92d143334b,60fd1b406f19c75f3dffaa18,APPROVED,2021-08-24 18:11:11.200000,2021-08-24 18:20:17.248000,546.048,22,17,0,100,2021-08-25 15:48:27.473000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,Yes
61253ae88f2c1406873a2e64,5ec75df0d799ae1c11a8115c,APPROVED,2021-08-24 18:31:08.006000,2021-08-24 18:39:10.849000,482.843,21,940,0,100,2021-08-25 15:48:27.554000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
61253b628fc6190d6943fab6,60f5e7f8ab507c090c2048df,APPROVED,2021-08-24 18:33:09.751000,2021-08-24 18:41:55.904000,526.153,28,115,1,99,2021-08-25 15:48:27.651000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
61253beb2de37389050dd658,60da75e2d01c504588a709ea,REJECTED,2021-08-24 18:35:28.564000,2021-08-24 18:39:00.007000,211.443,24,79,2,99,2021-08-25 15:43:27.788000,14E92B13,United States,United States,DATA EXPIRED,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,DATA EXPIRED
61253d28bff133e5ed86a6cb,60fcd308ed9a6a969d097a75,APPROVED,2021-08-24 18:40:42.670000,2021-08-24 18:49:39.911000,537.241,39,258,1,100,2021-08-25 15:48:27.767000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
61253efd37b9e1ec4ccc10dd,606b4092321de2bfbfa6b719,APPROVED,2021-08-24 18:48:29.080000,2021-08-24 18:54:48.160000,379.08,39,435,2,100,2021-08-25 15:48:27.833000,14E92B13,United States,United States,DATA EXPIRED,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,DATA EXPIRED
61254097390df7bcc7d22766,60fdc51f642e61f253d04658,APPROVED,2021-08-24 18:55:22.447000,2021-08-24 18:59:58.397000,275.95,22,48,0,100,2021-08-25 15:48:27.902000,14E92B13,United States,United States,DATA EXPIRED,Education & Training,English,"English, Spanish",Primary/Secondary (K-12) Education,United States,Male,Yes
612540dca09c17704573b3eb,5e5529ffd4c2b6526cb82340,APPROVED,2021-08-24 18:56:41.447000,2021-08-24 19:04:14.984000,453.537,51,1000,1,100,2021-08-25 15:48:27.979000,14E92B13,United States,United States,DATA EXPIRED,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,DATA EXPIRED
612541ddd8019b8a4d59e121,610b19b6e3c5163aa3d76515,APPROVED,2021-08-24 19:00:49.459000,2021-08-24 19:08:26.056000,456.597,32,70,1,100,2021-08-25 15:48:28.047000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
612542cf083c094a12bb4de2,6117a2883986caedb7d8e7e0,APPROVED,2021-08-24 19:04:50.681000,2021-08-24 19:10:43.673000,352.992,44,64,0,100,2021-08-25 15:48:28.137000,14E92B13,United States,United States,Part-Time,Education & Training,English,"English, Spanish",Primary/Secondary (K-12) Education,United States,Female,No
612543cb67616f8d40043ad9,61140da95009839723232a5e,APPROVED,2021-08-24 19:09:06.450000,2021-08-24 19:19:21.694000,615.244,29,130,0,100,2021-08-25 15:48:28.207000,14E92B13,United Kingdom,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6125477d640dd745f7375988,60dbe1ade399352be04a652d,APPROVED,2021-08-24 19:24:47.278000,2021-08-24 19:43:52.404000,1145.126,48,331,2,100,2021-08-25 15:48:28.287000,14E92B13,United States,United States,DATA EXPIRED,Education & Training,English,"English, Hindi",Primary/Secondary (K-12) Education,United States,Female,DATA EXPIRED
61254955c000a27ff8d1e9f3,5e8e01b6835f3608583cd894,APPROVED,2021-08-24 19:32:43.075000,2021-08-24 19:42:20.682000,577.607,24,1174,3,100,2021-08-25 15:48:28.381000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
61254b1423320aa2c16e7547,61110c0542cd52b0ca4e0132,APPROVED,2021-08-24 19:40:12.857000,2021-08-24 19:49:15.360000,542.503,47,212,0,100,2021-08-25 15:48:28.452000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,No
61254d97dd007346acb6b89b,61072bb0994edb6da025a11b,APPROVED,2021-08-24 19:50:50.037000,2021-08-24 20:01:47.536000,657.499,26,155,0,100,2021-08-25 15:48:28.521000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
61254f6da0df79cccd2f86b8,611545776d3931006e1913eb,APPROVED,2021-08-24 19:58:45.640000,2021-08-24 20:03:02.937000,257.297,26,219,0,100,2021-08-25 15:48:28.607000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,Yes
6126671c180504b7d069edde,5e4a0a67110b3747ea173d60,APPROVED,2021-08-25 15:51:56.581000,2021-08-25 16:04:00.018000,723.437,58,1799,1,100,2021-08-25 17:49:00.105000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,No
61266756e09dbb93193759b3,611096a1ffa9f5305a391d38,APPROVED,2021-08-25 15:52:56.899000,2021-08-25 16:03:23.465000,626.566,51,114,1,100,2021-08-25 17:49:00.168000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
61266a3c61c25fc96acc6b20,60fee29ad5bea2623e6759f4,APPROVED,2021-08-25 16:05:19.068000,2021-08-25 16:12:06.662000,407.594,21,47,0,100,2021-08-25 17:49:00.234000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
61266f088ec36dc9657b5685,6106d89e12c417717aed123a,APPROVED,2021-08-25 16:26:05.904000,2021-08-25 16:44:42.885000,1116.981,25,164,1,100,2021-08-25 17:49:00.296000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
61266febdedfcd68f87e5a5d,6108409bb5481ca1abe7ecd2,APPROVED,2021-08-25 16:31:20.983000,2021-08-25 16:36:55.093000,334.11,21,307,2,100,2021-08-25 17:49:00.368000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
612671559ebb22640cc7d0e4,6100e02dc8da880a51bf1c7d,APPROVED,2021-08-25 16:35:36.270000,2021-08-25 16:40:21.763000,285.493,26,47,0,100,2021-08-25 17:49:00.432000,14E92B13,United States,United States,Full-Time,Education & Training,Spanish,"English, Spanish",Primary/Secondary (K-12) Education,United States,Female,No
612673c9e98b3ba7db24d3e1,611e96a8fa05050b7c9efdd5,APPROVED,2021-08-25 16:46:13.590000,2021-08-25 16:53:21.271000,427.681,36,66,1,100,2021-08-25 17:49:00.503000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6126747d4049eefe3e9fa134,6101d91477752dbb2e72baa5,APPROVED,2021-08-25 16:49:04.805000,2021-08-25 16:56:15.341000,430.536,23,25,0,100,2021-08-25 17:49:00.593000,14E92B13,United States,United States,Part-Time,Education & Training,English,"English, French, Italian",Primary/Secondary (K-12) Education,United States,Female,Yes
6126749525037724b570a60b,60e498712f548b22f3ec7c65,APPROVED,2021-08-25 16:49:38.925000,2021-08-25 16:54:30.741000,291.816,32,206,1,100,2021-08-25 17:49:00.676000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,DATA EXPIRED
612677a7ade1a06964d81539,5fbda708e368851d517637de,APPROVED,2021-08-25 17:03:14.639000,2021-08-25 17:15:35.780000,741.141,34,873,1,100,2021-08-25 17:49:00.751000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,No
612678aa971c30c4f716dde2,6109f4986d963a1eaf609765,APPROVED,2021-08-25 17:06:56.356000,2021-08-25 17:17:36.511000,640.155,21,141,0,100,2021-08-25 17:49:00.831000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
61267b62519294a809477622,60fe09fe7838ef11f5076f17,APPROVED,2021-08-25 17:18:52.842000,2021-08-25 17:24:41.536000,348.694,22,39,0,100,2021-08-25 17:49:00.932000,14E92B13,United States,United States,Full-Time,Education & Training,English,"English, Spanish",Primary/Secondary (K-12) Education,United States,Female,No
